,year,odometer,numtype,numdrive,numcylinders,nummodel,price
663,2005,173000.0,0,1,1,21,4500
664,2006,200000.0,0,1,0,38,2500
665,2004,170000.0,7,1,2,12,3900
666,2008,265000.0,5,2,1,26,4300
667,2010,149780.0,6,1,0,40,4995
668,2012,188000.0,6,1,0,40,5400
669,2004,193000.0,0,2,1,26,2800
670,2012,160000.0,0,1,0,34,8500
671,2009,98800.0,2,2,2,44,12000
672,2002,180000.0,1,2,2,44,4800
673,2006,42000.0,2,1,2,44,14000
674,2011,192000.0,4,1,2,18,5600
675,2017,49532.0,2,2,2,44,22900
676,2005,165000.0,0,2,2,24,4000
677,2004,186000.0,0,2,2,24,3600
678,2010,70300.0,2,1,0,40,7500
679,2013,169000.0,0,1,1,26,7000
680,2006,129055.0,5,1,1,27,5895
681,2002,76000.0,7,2,2,18,20000
682,2009,153000.0,6,1,0,36,5500
683,2004,82283.0,1,2,2,44,6700
684,2014,93000.0,6,1,0,40,8950
685,2007,121000.0,5,2,1,46,8975
686,2008,75447.0,7,2,2,11,16950
687,2006,157000.0,0,0,1,21,4000
688,2001,158133.0,5,2,2,27,5800
689,2002,180000.0,5,2,2,27,6300
690,2013,161000.0,0,0,1,26,13975
691,2003,279000.0,7,2,2,18,4500
692,2018,130685.0,7,2,1,79,24950
693,2015,87986.0,7,2,1,50,27950
694,2016,54322.0,0,1,1,26,21900
695,2012,150173.0,7,2,2,18,9500
696,2011,159500.0,6,1,0,33,3999
697,2009,189368.0,6,2,2,10,3900
698,2011,127223.0,6,2,2,10,3900
699,2012,202000.0,0,1,1,19,9500
700,2002,95000.0,0,0,0,21,3900
701,2006,157548.0,0,1,1,21,3500
702,2007,54761.0,7,1,2,18,12900
703,2017,33967.0,3,1,0,36,15000
704,2013,139000.0,3,1,0,5,7975
705,2009,169000.0,2,2,2,44,11975
706,2012,202000.0,0,1,1,19,9500
707,2016,163181.0,7,2,1,50,14500
708,2008,199000.0,0,1,0,21,3000
709,2003,182000.0,0,0,2,24,2900
710,2014,117760.0,6,0,0,33,5000
711,2006,125000.0,6,1,1,52,3300
712,2013,73232.0,6,1,0,40,11295
713,2014,74000.0,3,1,0,33,7000
714,2007,121000.0,6,2,1,46,8975
715,2013,161000.0,0,0,1,26,13975
716,2013,139000.0,3,1,0,5,7975
717,2005,136801.0,8,2,2,23,17500
718,2009,169000.0,2,2,2,44,11975
719,2015,134500.0,0,1,0,21,10995
720,2013,126000.0,1,1,1,44,13500
721,2011,100783.0,0,1,1,19,11595
722,2002,58000.0,1,2,2,53,13999
723,2004,61667.0,1,2,2,53,13995
724,2013,73232.0,6,1,0,40,11295
725,2011,100783.0,0,1,1,19,11595
726,2013,99000.0,3,1,0,57,5000
727,2015,58123.0,3,1,0,5,7300
728,2014,62400.0,3,2,0,33,8200
729,2006,101907.0,6,1,0,40,3300
730,2011,100783.0,0,1,1,19,11595
731,2002,16245.0,1,2,2,53,16500
732,2011,121000.0,6,2,2,10,5000
733,2013,125000.0,6,2,0,40,8100
734,2011,144000.0,0,0,1,19,8990
735,2014,112054.0,0,0,0,21,12995
736,2008,109000.0,6,1,0,40,4900
737,2015,112000.0,0,0,1,26,16500
738,2014,112054.0,0,0,0,21,12995
739,2002,173699.0,5,0,2,29,20000
740,2013,101370.0,5,0,1,19,14495
741,2006,138849.0,6,1,0,36,4995
742,2002,173699.0,5,0,2,29,20000
743,2014,112054.0,0,0,0,21,12995
744,2003,197000.0,0,0,0,23,19950
745,2015,85000.0,6,1,0,40,12000
746,2008,109000.0,6,1,0,40,4900
747,2014,112054.0,0,0,0,21,12995
748,2013,108000.0,6,1,1,52,8990
749,2014,100285.0,1,2,1,44,12999
750,2013,144987.0,5,2,2,28,16999
751,2014,149629.0,6,1,0,36,12999
752,2014,133508.0,5,0,2,27,22999
753,2012,109490.0,4,1,0,67,12999
754,2012,160264.0,5,2,2,28,17999
755,2015,156717.0,5,2,2,28,15999
756,2009,90933.0,5,0,1,34,10999
757,2004,254252.0,5,0,2,27,9999
758,2013,84470.0,0,1,0,21,11999
759,2008,117575.0,5,0,2,28,25999
760,2013,94270.0,0,0,2,24,18999
761,2014,74696.0,6,1,0,40,12999
762,2011,158020.0,5,2,2,28,27999
763,2012,125444.0,5,1,0,57,10999
764,2009,135925.0,6,1,1,34,8500
765,2012,109024.0,6,1,0,57,11999
766,2014,112054.0,0,0,0,21,12995
767,2013,96958.0,0,0,1,26,16000
768,2013,41536.0,0,0,0,21,13995
769,2010,120619.0,5,0,2,27,16995
770,2014,82256.0,6,1,0,5,8995
771,2013,41536.0,0,0,0,21,13995
772,2010,120619.0,5,0,2,27,16995
773,2014,82256.0,6,1,0,5,8995
774,2014,55525.0,6,1,0,40,12000
775,2013,94270.0,0,0,2,24,18999
776,2014,74696.0,6,1,0,40,11999
777,2011,158020.0,5,2,2,28,26999
778,2012,125444.0,5,1,0,57,9999
779,2012,109024.0,5,1,0,57,10999
780,2007,175000.0,5,0,2,28,17500
781,2003,161000.0,0,0,1,21,5500
782,2006,200585.0,0,0,1,21,5950
783,2004,174000.0,0,0,2,24,6950
784,2006,199000.0,0,0,2,26,5950
785,2003,198000.0,0,0,1,26,1800
786,2001,150000.0,1,2,2,44,3500
787,2006,199000.0,0,0,2,26,5950
788,2003,161000.0,0,0,1,21,5500
789,2010,99500.0,0,1,0,21,8950
790,2013,94500.0,0,0,0,21,10950
791,2013,144000.0,0,0,0,21,9399
792,2013,109597.0,0,0,1,34,12999
793,2012,101000.0,6,1,0,40,8399
794,2008,129000.0,5,0,2,27,10995
795,2015,78581.0,3,1,0,36,10905
796,2005,170000.0,0,1,2,26,3800
797,2013,99986.0,5,0,1,27,27995
798,2014,96356.0,5,0,1,27,26995
799,2013,110322.0,5,0,2,27,19995
800,2010,130730.0,5,0,2,27,18995
801,2005,166230.0,5,0,1,26,9995
802,2013,114418.0,0,0,0,21,11995
803,2003,161000.0,0,0,1,21,5500
804,2006,200585.0,0,0,1,21,5950
805,2006,199000.0,0,0,2,26,5950
806,2001,157000.0,5,0,2,29,17500
807,2013,114418.0,0,0,0,21,11995
808,2010,99500.0,0,1,0,21,8950
809,2005,190000.0,0,0,1,21,2800
810,2006,201000.0,5,2,2,27,5000
811,2007,110540.0,0,0,0,21,7550
812,2008,205612.0,0,0,1,26,6450
813,2013,99986.0,5,0,1,27,27995
814,2005,171000.0,5,2,2,27,8400
815,2013,64082.0,0,0,0,21,14995
816,2003,161000.0,0,0,1,21,5500
817,2006,200585.0,0,0,1,21,5950
818,2002,115000.0,0,0,2,26,5000
819,2003,161000.0,0,0,1,21,5500
820,2006,199000.0,0,0,2,26,5950
821,2004,174000.0,0,0,2,24,6950
822,2008,170000.0,6,2,1,36,2700
823,2013,99986.0,5,0,1,27,27995
824,2014,96356.0,5,0,1,27,26995
825,2010,130730.0,5,0,2,27,18995
826,2005,166230.0,5,0,1,26,9995
827,2017,80972.0,0,0,1,26,25595
828,2017,91482.0,0,0,1,26,24595
829,2016,95228.0,0,0,1,26,24595
830,2015,86208.0,0,0,1,34,18895
831,2008,138000.0,6,1,1,52,4499
832,2002,135200.0,0,0,2,26,5950
833,2013,94500.0,0,0,0,21,10950
834,2006,199000.0,0,0,2,26,5950
835,2003,161000.0,0,0,1,21,5500
836,2012,101000.0,6,1,0,40,8399
837,2013,109597.0,0,0,1,34,12999
838,2013,144000.0,0,0,0,21,9399
839,2012,99000.0,6,1,0,36,7399
840,2015,92000.0,6,1,0,36,8999
841,2004,174000.0,0,0,2,24,6950
842,2006,199000.0,0,0,2,26,5950
843,2003,161000.0,0,0,1,21,5500
844,2007,208688.0,0,0,2,24,10500
845,2004,174000.0,0,0,2,24,6950
846,2003,149055.0,5,0,2,27,2595
847,2015,149500.0,0,0,1,26,14950
848,2001,234000.0,5,0,2,27,5900
849,2004,220000.0,0,0,2,24,4000
850,2014,110289.0,3,1,0,33,7800
851,2008,180000.0,5,0,0,28,18000
852,2018,38000.0,3,1,0,36,19500
853,2003,226223.0,5,2,2,30,10000
854,2014,103000.0,0,0,2,24,21000
855,2007,191000.0,0,1,1,19,3000
856,2015,74148.0,7,2,1,49,24451
857,2015,148219.0,7,1,0,57,14795
858,2018,27789.0,6,1,0,36,2000
859,2009,144803.0,0,1,1,34,6200
860,2015,108208.0,6,1,0,36,6500
861,2005,218000.0,5,1,2,27,7500
862,2013,100900.0,0,0,0,21,13999
863,2010,149000.0,0,1,1,21,6400
864,2006,295000.0,6,1,1,52,1800
865,2003,174845.0,0,0,1,26,3000
866,2007,86100.0,7,2,2,18,28000
867,2007,167000.0,5,2,1,27,4500
868,2011,102000.0,0,0,2,24,5000
869,2006,137788.0,5,0,2,28,21999
870,2006,129055.0,5,0,2,27,5895
871,2013,108000.0,6,1,1,52,8990
872,2011,144000.0,0,0,1,19,8990
873,2015,31000.0,3,1,0,36,6500
874,2017,85000.0,0,0,1,26,28000
875,2014,174300.0,6,1,0,40,5650
876,2016,56589.0,0,0,0,19,23998
877,2005,195000.0,4,1,1,37,1200
878,2015,90500.0,0,0,1,26,20000
879,2010,125000.0,5,2,2,27,14495
880,2010,149377.0,6,1,1,52,7479
881,2015,103221.0,6,1,0,40,9700
882,2004,97100.0,6,1,0,36,4000
883,2012,129000.0,6,1,0,40,4999
884,2013,135000.0,6,1,0,36,5900
885,2008,100102.0,6,1,0,40,4900
886,2013,126000.0,3,1,0,36,6500
887,2002,219000.0,0,1,0,26,3500
888,2002,199800.0,0,2,1,26,3900
889,2007,178000.0,7,2,2,18,7500
890,2013,61654.0,7,2,2,12,16500
891,2012,136000.0,6,1,0,36,5200
892,2012,62414.0,7,1,0,57,7500
893,2008,109800.0,0,1,1,21,2000
894,2014,180000.0,7,1,0,68,8695
895,2009,92000.0,2,2,1,44,7995
896,2011,134000.0,7,1,0,68,7700
897,2014,152000.0,6,0,1,68,6000
898,2017,44123.0,0,1,0,26,29000
899,2004,134000.0,5,2,1,26,8495
900,2008,119000.0,2,2,2,44,12500
901,2014,49969.0,6,1,0,36,8999
902,2010,68213.0,7,1,2,13,15900
903,2003,130000.0,0,2,1,26,3790
904,2012,119000.0,3,1,0,36,8500
905,2011,119000.0,0,1,0,21,6200
906,2006,129055.0,5,1,0,27,5895
907,2002,178000.0,3,0,1,26,3000
908,2018,11774.0,6,1,0,40,8000
909,2016,24942.0,6,1,0,40,17495
910,2016,190000.0,6,1,0,40,7495
911,2007,121000.0,5,2,1,46,8975
912,2014,87800.0,0,1,0,21,10550
913,2008,145000.0,0,1,2,24,6750
914,2016,54322.0,0,1,1,26,21900
915,2005,64980.0,6,1,1,52,4800
916,2013,104000.0,6,2,1,27,15500
917,2006,116184.0,2,2,1,44,7990
918,2016,64000.0,1,2,1,44,13990
919,2013,70000.0,2,2,1,44,9990
920,2002,120500.0,6,2,2,10,4000
921,2017,48500.0,6,2,0,40,10000
922,2005,2500.0,7,2,2,13,2999
923,2013,161000.0,0,0,1,26,13975
924,2009,227000.0,6,1,0,36,2999
925,2003,141123.0,0,1,1,26,3180
926,2013,106356.0,0,1,1,26,13150
927,2006,222000.0,0,2,2,24,5500
928,2011,178000.0,6,1,0,36,3999
929,2006,185753.0,7,2,2,13,9600
930,2014,143000.0,6,1,0,40,5900
931,2017,24000.0,2,2,0,44,23995
932,2017,59067.0,6,1,0,40,17500
933,2002,184000.0,0,2,1,26,2200
934,2013,90998.0,0,1,0,21,9500
935,2012,111761.0,7,1,0,57,10000
936,2017,44436.0,2,2,0,44,23995
937,2001,283000.0,5,0,2,28,15000
938,2009,182495.0,0,1,1,26,7950
939,2014,94000.0,3,1,1,36,7000
940,2006,121000.0,7,2,2,18,12000
941,2014,116553.0,0,1,1,26,13997
942,2013,115836.0,5,2,1,27,20997
943,2010,175814.0,2,2,1,44,8997
944,2018,46250.0,4,2,1,56,27500
945,2002,53000.0,6,1,1,52,4300
946,2007,199678.0,6,1,0,36,3600
947,2016,11595.0,7,2,1,54,29500
948,2019,20113.0,7,2,1,54,26000
949,2015,103703.0,7,2,1,54,17500
950,2017,7893.0,7,2,1,54,28750
951,2015,120074.0,7,2,1,54,16500
952,2015,108148.0,7,1,0,57,9999
953,2017,100755.0,7,2,1,54,21000
954,2016,81110.0,3,1,0,36,10995
955,2013,183120.0,7,2,2,13,7500
956,2006,107501.0,5,0,2,28,15999
957,2013,99000.0,0,2,1,19,11000
958,2013,90998.0,0,1,0,21,9500
959,2007,121000.0,5,2,1,46,8975
960,2013,161000.0,0,0,1,26,13975
961,2009,181000.0,0,1,1,34,6600
962,2013,139000.0,3,1,0,5,7975
963,2009,169000.0,2,2,2,44,11975
964,2017,97100.0,0,0,1,26,15995
965,2010,80000.0,5,0,2,27,17995
966,2012,132080.0,7,2,2,13,12995
967,2006,137500.0,7,2,2,18,14500
968,2004,193000.0,0,2,2,24,3900
969,2004,65000.0,6,2,2,10,5900
970,2013,140000.0,0,1,0,21,8000
971,2004,193000.0,0,2,2,24,3900
972,2017,24000.0,2,2,2,44,23995
973,2001,198000.0,2,1,0,36,1000
974,2003,127400.0,6,1,1,52,2500
975,2017,74500.0,0,0,0,21,16800
976,2014,116553.0,0,1,1,26,13997
977,2013,115836.0,5,2,1,27,20997
978,2010,175814.0,2,2,1,44,8997
979,2015,96000.0,0,2,0,21,9200
980,2016,81112.0,3,1,0,36,10995
981,2010,93000.0,5,2,2,27,17000
982,2010,143000.0,0,0,1,34,13500
983,2014,101583.0,0,0,2,24,23993
984,2013,86000.0,8,1,1,34,13850
985,2015,86000.0,7,2,1,54,20900
986,2003,95400.0,6,1,1,52,3500
987,2005,202350.0,0,0,2,24,6200
988,2005,115000.0,5,0,2,27,13000
989,2014,50000.0,0,1,0,21,13885
990,2003,63800.0,0,0,2,24,7200
991,2014,34000.0,0,1,0,21,13700
992,2003,213896.0,0,1,0,24,1500
993,2013,109598.0,6,1,1,52,11999
994,2002,297000.0,5,0,2,27,4600
995,2007,45067.0,5,2,1,46,13950
996,2007,288410.0,5,2,2,12,1500
997,2005,87800.0,5,0,2,28,13500
998,2017,137000.0,6,1,0,40,8600
999,2007,153000.0,2,2,2,44,8700
1000,2007,157000.0,6,1,0,40,2900
1001,2010,133000.0,6,1,0,40,6200
1002,2006,110285.0,6,1,1,52,4996
1003,2015,106450.0,6,0,1,52,12150
1004,2005,81315.0,0,1,0,26,4500
1005,2004,168000.0,0,2,2,44,6000
1006,2009,130000.0,6,2,2,10,5500
1007,2013,57000.0,6,1,0,33,8299
1008,2010,149755.0,0,0,1,34,9999
1009,2008,117000.0,0,1,0,21,5900
1010,2015,93630.0,6,1,0,40,8995
1011,2001,43000.0,2,2,2,44,15000
1012,2005,99000.0,7,2,2,18,18000
1013,2015,48000.0,7,2,1,49,24000
1014,2005,143938.0,0,0,2,24,5900
1015,2001,216500.0,5,2,2,28,8750
1016,2006,182347.0,0,1,1,21,3800
1017,2005,78000.0,1,1,1,44,6500
1018,2006,129055.0,5,1,1,27,5895
1019,2011,250000.0,7,2,2,12,4500
1020,2002,160000.0,5,0,2,29,10500
1021,2005,142213.0,0,0,1,21,6999
1022,2003,239000.0,0,1,1,21,3995
1023,2014,119669.0,0,1,0,21,11999
1024,2009,173145.0,5,0,2,29,29999
1025,2006,153126.0,5,2,0,46,8999
1026,2011,213840.0,5,0,2,27,14999
1027,2014,93894.0,0,0,0,21,13999
1028,2016,60906.0,0,1,1,34,18999
1029,2014,68974.0,6,1,0,36,8999
1030,2012,204361.0,5,2,1,27,10999
1031,2007,167198.0,0,0,2,24,11999
1032,2013,223679.0,5,0,2,28,23999
1033,2006,145312.0,5,0,1,46,13999
1034,2001,139263.0,0,2,2,23,9999
1035,2013,144987.0,5,2,2,28,16999
1036,2014,133508.0,5,0,2,27,22999
1037,2012,109490.0,4,1,0,67,12999
1038,2012,160264.0,5,2,2,28,16999
1039,2004,254252.0,5,0,2,27,9999
1040,2013,94270.0,0,0,2,24,18999
1041,2014,74696.0,6,1,0,40,11999
1042,2011,158020.0,5,2,2,28,26999
1043,2012,125444.0,5,1,0,57,9999
1044,2012,109024.0,5,1,0,57,10999
1045,2012,70668.0,5,2,1,27,27995
1046,2015,74148.0,7,2,1,49,24451
1047,2017,96158.0,6,1,0,36,8995
1048,2015,148219.0,7,1,0,57,14795
1049,2007,246124.0,3,1,0,36,1300
1050,2003,124000.0,5,0,2,28,16500
1051,2009,109000.0,6,1,0,40,4900
1052,2011,144000.0,0,0,1,19,8990
1053,2005,76265.0,0,1,0,21,5900
1054,2006,130407.0,6,1,1,52,3995
1055,2003,218000.0,0,0,2,24,4900
1056,2017,84111.0,6,1,0,36,9481
1057,2006,110005.0,6,1,1,40,4500
1058,2003,70667.0,5,2,1,27,9875
1059,2015,87323.0,0,2,1,19,18977
1060,2017,78928.0,0,1,0,21,15418
1061,2014,65000.0,6,2,0,40,11500
1062,2009,211000.0,0,1,0,21,6800
1063,2017,61866.0,0,0,0,21,15995
1064,2006,92722.0,4,1,1,37,4999
1065,2017,97774.0,5,1,1,27,26310
1066,2017,43369.0,6,1,0,40,18977
1067,2003,149055.0,5,0,2,27,2595
1068,2012,153122.0,7,1,0,57,9995
1069,2011,126588.0,7,2,2,13,15695
1070,2013,173032.0,5,2,2,28,20995
1071,2010,139601.0,6,1,0,40,6995
1072,2014,178741.0,5,1,2,29,23995
1073,2004,119000.0,0,0,2,23,9500
1074,2007,168905.0,0,0,1,19,5400
1075,2014,98472.0,0,0,1,36,9000
1076,2011,184230.0,5,0,1,27,12695
1077,2002,237450.0,0,2,2,23,14800
1078,2015,87323.0,0,2,1,19,18997
1079,2003,135600.0,5,2,2,27,5850
1080,2006,162652.0,0,0,1,38,4999
1081,2007,171543.0,0,1,1,19,5999
1082,2017,87181.0,6,1,0,36,11986
1083,2016,73741.0,6,1,0,36,10995
1084,2014,107038.0,5,0,2,27,23995
1085,2012,70668.0,5,2,1,27,27995
1086,2017,61109.0,6,1,0,40,16995
1087,2011,130935.0,7,1,2,14,18995
1088,2012,123004.0,7,1,2,14,19995
1089,2001,200000.0,0,2,2,24,3500
1090,2013,108000.0,6,1,1,52,8990
1091,2006,63000.0,6,1,1,52,5800
1092,2011,22543.0,5,0,2,29,29995
1093,2017,122486.0,6,1,0,36,8995
1094,2011,44185.0,5,1,2,29,26995
1095,2015,69602.0,5,1,2,28,29551
1096,2013,135912.0,6,0,1,52,8995
1097,2012,70668.0,5,2,1,27,27995
1098,2016,34437.0,6,1,1,52,13995
1099,2011,213840.0,5,0,2,27,16999
1100,2014,93894.0,0,0,0,21,12999
1101,2016,60906.0,0,1,1,34,18999
1102,2009,145882.0,5,0,2,27,19999
1103,2014,68974.0,6,1,0,36,10999
1104,2012,204361.0,5,2,1,27,12999
1105,2012,189125.0,5,0,2,28,25999
1106,2007,167198.0,0,0,2,24,11999
1107,2013,223679.0,5,0,2,28,23999
1108,2006,145312.0,5,0,1,46,13999
1109,2008,123467.0,5,2,2,29,25999
1110,2001,139263.0,0,2,2,23,9999
1111,2014,100285.0,1,2,1,44,12999
1112,2013,144987.0,5,2,2,28,16999
1113,2014,149629.0,6,1,0,36,12999
1114,2014,133508.0,5,0,2,27,22999
1115,2012,109490.0,4,1,0,67,12999
1116,2012,160264.0,5,2,2,28,17999
1117,2015,156717.0,5,2,2,28,15999
1118,2009,90933.0,5,0,1,34,10999
1119,2004,254252.0,5,0,2,27,9999
1120,2013,84470.0,0,1,0,21,11999
1121,2008,117575.0,5,0,2,28,25999
1122,2013,94270.0,0,0,2,24,18999
1123,2014,74696.0,6,1,0,40,12999
1124,2011,158020.0,5,2,2,28,27999
1125,2012,125444.0,5,1,0,57,10999
1126,2009,135925.0,6,1,1,34,8500
1127,2012,109024.0,6,1,0,57,11999
1128,2014,119669.0,0,1,0,21,11999
1129,2009,173145.0,5,0,2,29,29999
1130,2007,167198.0,0,0,2,24,11999
1131,2006,153126.0,5,2,0,46,8999
1132,2009,211240.0,7,2,2,12,6000
1133,2016,62671.0,7,1,0,40,15000
1134,2002,118714.0,6,1,0,36,1950
1135,2013,84500.0,0,1,1,34,12500
1136,2007,121000.0,5,2,1,46,8975
1137,2014,132050.0,3,1,0,5,7900
1138,2013,161000.0,0,0,1,26,13975
1139,2009,136000.0,0,1,1,21,6790
1140,2011,178000.0,0,1,0,21,6949
1141,2011,110000.0,0,2,2,44,6000
1142,2014,65695.0,7,2,2,12,22995
1143,2004,193000.0,0,2,2,24,3900
1144,2010,237000.0,5,0,2,28,19900
1145,2013,139000.0,3,1,0,5,7975
1146,2009,169000.0,2,2,2,44,11975
1147,2002,159200.0,2,2,1,44,4200
1148,2003,192000.0,0,2,2,24,3200
1149,2004,98872.0,5,2,2,27,14995
1150,2013,84500.0,0,1,1,34,14500
1151,2004,217000.0,5,2,0,46,4300
1152,2011,250000.0,0,1,0,21,4500
1153,2007,59600.0,6,1,0,36,4900
1154,2015,115066.0,6,2,1,27,26900
1155,2004,217000.0,5,2,0,46,4300
1156,2004,193000.0,0,2,2,24,3900
1157,2009,139686.0,0,1,0,21,5799
1158,2011,178000.0,0,1,0,21,6949
1159,2011,150000.0,0,1,1,19,8000
1160,2015,83000.0,6,1,0,40,10200
1161,2009,136000.0,0,1,1,21,6795
1162,2017,32900.0,3,1,0,36,19500
1163,2009,136000.0,0,1,1,21,6795
1164,2015,115066.0,6,2,1,27,26900
1165,2002,121000.0,2,1,0,36,5500
1166,2010,166261.0,5,2,2,27,13999
1167,2009,136000.0,0,1,1,21,6770
1168,2009,136000.0,0,1,1,21,6800
1169,2009,136000.0,0,1,1,21,6790
1170,2007,183536.0,6,1,0,36,2400
1171,2015,115066.0,6,2,1,27,26900
1172,2007,107000.0,1,2,2,9,5678
1173,2018,44231.0,0,1,0,21,18995
1174,2006,128000.0,5,0,2,28,17500
1175,2014,100217.0,0,1,1,19,10995
1176,2018,107136.0,0,1,0,19,18995
1177,2014,116553.0,0,1,1,26,13997
1178,2013,115836.0,5,2,1,27,20997
1179,2010,175814.0,2,2,1,44,8997
1180,2013,149268.0,4,1,0,71,9000
1181,2018,45613.0,0,1,1,19,27995
1182,2017,59595.0,0,1,0,21,15995
1183,2018,59715.0,0,0,0,21,20995
1184,2014,117055.0,0,0,1,19,10995
1185,2016,63591.0,6,1,0,40,12995
1186,2014,86189.0,0,1,1,26,17995
1187,2013,223679.0,5,0,2,28,23999
1188,2006,145312.0,5,0,1,46,13999
1189,2011,213840.0,5,0,2,27,14999
1190,2014,93894.0,0,0,0,21,13999
1191,2016,60906.0,0,1,1,34,18999
1192,2001,139263.0,0,2,2,23,9999
1193,2014,68974.0,6,1,0,36,8999
1194,2012,204361.0,5,2,1,27,10999
1195,2003,239000.0,0,1,1,21,3995
1196,2013,144987.0,5,2,2,28,16999
1197,2014,133508.0,5,0,2,27,22999
1198,2012,109490.0,4,1,0,67,12999
1199,2004,192000.0,5,2,2,27,6995
1200,2012,160264.0,5,2,2,28,16999
1201,2004,254252.0,5,0,2,27,9999
1202,2013,94270.0,0,0,2,24,18999
1203,2014,74696.0,6,1,0,40,11999
1204,2011,158020.0,5,2,2,28,26999
1205,2012,125444.0,5,1,0,57,9999
1206,2012,109024.0,5,1,0,57,10999
1207,2010,141325.0,6,1,0,36,5495
1208,2006,115000.0,6,1,1,40,4500
1209,2006,74600.0,7,2,2,18,15900
1210,2013,101370.0,7,2,1,19,14495
1211,2006,138849.0,6,1,0,36,4995
1212,2007,235000.0,5,2,2,28,15000
1213,2013,72000.0,7,1,0,57,12000
1214,2014,91819.0,6,1,0,36,8995
1215,2011,104013.0,6,2,2,10,3750
1216,2011,287777.0,6,2,2,18,9995
1217,2003,228000.0,5,0,2,29,12900
1218,2016,45000.0,6,1,0,33,13000
1219,2018,27000.0,6,1,0,40,16000
1220,2013,78090.0,3,1,0,5,8000
1221,2011,108799.0,0,1,1,19,6450
1222,2017,49065.0,6,1,0,36,9000
1223,2017,50000.0,0,0,0,21,20997
1224,2005,140663.0,0,1,1,21,5500
1225,2003,176000.0,0,0,1,26,3500
1226,2012,149944.0,0,1,1,19,7950
1227,2011,171345.0,0,0,2,24,13249
1228,2011,80000.0,0,2,2,10,3250
1229,2017,109705.0,7,2,1,54,21000
1230,2017,95100.0,0,0,1,26,23900
1231,2010,144000.0,5,0,2,27,14950
1232,2015,56150.0,0,1,1,34,14999
1233,2007,139803.0,0,0,1,26,3800
1234,2005,180000.0,0,0,2,26,4000
1235,2017,45048.0,6,1,0,36,10888
1236,2005,185000.0,6,0,2,28,3500
1237,2015,91000.0,0,0,0,21,12995
1238,2008,107698.0,2,1,0,36,4300
1239,2003,172000.0,0,0,2,24,2000
1240,2013,113000.0,0,0,1,26,15900
1241,2004,153000.0,0,0,1,21,4600
1242,2003,154974.0,8,1,0,36,3999
1243,2013,160728.0,6,0,1,52,10499
1244,2007,159633.0,7,2,2,13,8999
1245,2003,149055.0,5,0,2,27,2595
1246,2014,121947.0,7,2,2,12,16488
1247,2012,113167.0,6,1,0,40,6999
1248,2010,132997.0,0,1,1,19,8500
1249,2005,220615.0,0,0,2,24,5495
1250,2005,123000.0,3,1,2,36,3900
1251,2015,91000.0,0,0,0,21,12995
1252,2005,185000.0,0,0,2,28,4500
1253,2010,162000.0,5,0,2,27,18999
1254,2005,164195.0,6,1,0,36,3495
1255,2008,158621.0,0,0,2,24,9999
1256,2018,42548.0,0,2,1,77,26995
1257,2013,136905.0,0,2,2,18,17995
1258,2013,47450.0,0,0,2,28,29995
1259,2011,102785.0,5,0,2,29,20995
1260,2006,172894.0,5,2,2,18,14995
1261,2013,162084.0,6,1,0,36,5000
1262,2008,120000.0,6,2,2,44,18000
1263,2015,91000.0,0,0,0,21,12995
1264,2013,162000.0,0,0,2,21,14500
1265,2012,98000.0,5,0,2,27,20700
1266,2005,164195.0,6,1,0,36,3495
1267,2014,79623.0,6,1,0,40,9999
1268,2006,188084.0,5,0,2,29,10000
1269,2004,85000.0,5,2,2,27,8500
1270,2007,201943.0,0,0,2,24,4000
1271,2007,137000.0,6,1,0,40,3800
1272,2015,91000.0,0,0,0,21,12995
1273,2011,150983.0,0,0,2,24,13950
1274,2011,121650.0,0,0,1,27,16500
1275,2015,83743.0,3,1,0,36,9000
1276,2013,143000.0,5,0,1,27,15900
1277,2003,144940.0,0,0,1,26,2500
1278,2010,157000.0,0,0,1,21,4500
1279,2010,165000.0,0,0,1,21,3900
1280,2014,64525.0,0,0,0,21,9000
1281,2006,229000.0,5,0,2,28,6000
1282,2001,215500.0,5,0,2,27,7000
1283,2014,130417.0,0,0,1,34,14295
1284,2013,143000.0,5,0,1,27,15900
1285,2007,81771.0,0,0,1,26,9700
1286,2002,255376.0,0,0,1,26,2750
1287,2007,162281.0,0,0,2,24,6995
1288,2012,170685.0,0,0,0,21,7995
1289,2013,178312.0,0,0,0,21,6495
1290,2006,228038.0,0,0,2,26,3995
1291,2009,174452.0,0,0,1,19,5495
1292,2006,188606.0,4,0,1,38,3995
1293,2005,244980.0,0,1,1,38,3995
1294,2009,162492.0,0,1,1,19,5995
1295,2008,231221.0,0,0,2,24,6495
1296,2006,216339.0,0,0,1,38,4495
1297,2003,178023.0,0,0,1,21,4495
1298,2012,93000.0,6,1,0,36,5998
1299,2002,270000.0,5,0,2,27,2500
1300,2013,96640.0,5,0,1,27,21000
1301,2005,179000.0,6,2,2,10,2000
1302,2006,199944.0,6,1,1,52,2000
1303,2002,212000.0,0,2,1,26,3300
1304,2017,109705.0,7,2,1,54,21000
1305,2003,154000.0,0,0,2,24,3900
1306,2008,168294.0,5,0,2,27,11500
1307,2009,178000.0,0,0,2,24,4400
1308,2009,171000.0,6,0,1,52,3400
1309,2006,129055.0,5,0,1,27,5895
1310,2013,123000.0,6,1,0,40,8300
1311,2011,57647.0,6,1,1,40,7000
1312,2005,209000.0,0,0,2,24,27500
